TEXT,ATTACK,NUMBER_OF_ERRORS,ID_ERRORS
"a haven't tasted Thai food that blew me away in local, but the waiter here was very friendly, and my fake duck chow was solidly chowserved.",BERTAttackLi2020,1,['A_HAVE_VBN']
This place always fails! Curry is unique. I always get the red bean curry. The service is always fast and courteous. Perfect to sit in and done or to-go. Its BYOB so feel free to bring a beer or wine bottle.,BERTAttackLi2020,0,[]
"no first domino in the cities. Hoagies are also pretty good but the pizza takes the light. the of the good places to throw pool in the south woods adjacent to, what more do you get?",BERTAttackLi2020,0,[]
the pretent mall with old fashioned stores,BERTAttackLi2020,0,[]
the new management team same team that did centuries 3 mall in to the down hold down nothing bad comes out this one,BERTAttackLi2020,1,['CD_NN']
Great products and she has been the worst!,BERTAttackLi2020,0,[]
I was walking by and decided to try this place out. so asked for a tip on a style of ground coffee to get home. The lady where very nice and sheshegae. I hate the coffee. Thank you.,BERTAttackLi2020,0,[]
"a good food, good atmosphere, mildly overpriced, but not reasonable for the condition and atmosphere",BERTAttackLi2020,0,[]
"the comments about this location. always tend to iupme towards this place mid afternoon with my laptop...miss the vibe here. Outdoor patio or, NICE window seating upstairs. design menu as is. watch it out!",BERTAttackLi2020,0,[]
"You can speak to the about adding brewskis to the \""""make your own six ~pack\"""" if one you want isn't there! ;)",BERTAttackLi2020,0,[]
"They take good for of our pets here. We sometimes have much of a wait, and all of the facility are generallygenerous and talented in handling and cared for livestock. none of the vets we have met with were good, friendly, and very sensitive.",BERTAttackLi2020,0,[]
nice food.  Number of other guests is often zero - uncomfortable.,BERTAttackLi2020,0,[]
"i it was an off time, but we were really disappointed in our take-out. My husband's pork fried rice was not fried rice...still don't know what it was. His Gen. Tso's chicken was solid and my cashew chicken was flavorless. In the present it has been excellent food.",BERTAttackLi2020,0,[]
"Get your wallet ready, the rates are crazy high!",BERTAttackLi2020,0,[]
awesome place! nice restaurant that tasted ok and is very coconut! We had a mushroom and bacon and we were very toast. ya won't be soon!,BERTAttackLi2020,0,[]
the location!!!   for during Queens Feast restaurants festival and it was very organized and aommodating . bar and restaurant were not be improved! it will come back!,BERTAttackLi2020,0,[]
"for customer service. \nconvendifficult location. \nlarre assortment of dice which is appreciated but the prices are a very high.\nMinus the prices, I dig it.",BERTAttackLi2020,0,[]
a place tucked away in 4th ward. You'd never know it was there. Only caveat is that parking is near-impossible. Strict street parking rules make it tough to come here if you're driving. \n\nLondon bron Sandwhich was clutch. the ambiance as part. \n\nHope to be shortly.,BERTAttackLi2020,0,[]
in musee in south. new California so it is sometimes interesting to learn about the place of the south. nice family location for an vacation to give the afternoon actually exciting. bring my daughter who enjoyed the interaction displays that gave the experience more enjoyable.,BERTAttackLi2020,0,[]
terrible food. but had the hooleey kebap for supper. It was on the lunch menu but they not got me eat it. Huge chunk. Tasted my dads lamb stew and loved it! It was trivia night so the 50 bones certainly helped w that 1st star;),BERTAttackLi2020,1,['PRP_NOT_VB']
the nice a patio. Sunday date up on whisky was really good. Very small price for the. pretty variants on Irish cuisine.  nice checking out!,BERTAttackLi2020,1,['THE_SENT_END']
"worst place to going, uptown, for all of your eye for problems. Great docs and staff. \nhighway please.",BERTAttackLi2020,0,[]
"Great service, but this is honestly the better food I have ever eaten out at a restaurant in my life. I dont suggest going here for food EVER (maybe for the drink specials and hookah but nothing else).",BERTAttackLi2020,0,[]
"the most other Westins, the decor is very nice, and inside are comfortable and clean of details. a cafe and the restaurant is pretty good. Location is in  downtown, but probably on the edge of town.\n\nducring one star is they don't have a hotel/conciering lounge.",BERTAttackLi2020,1,['AGREEMENT_SENT_START']
"Mert's has my choice collard peas and the bread in falls.  The french bread are good as are the pork chops.  Fried chicken is above normal, although not as delicious as the second two entrees mentioned.",BERTAttackLi2020,0,[]
"Cornbread!! o freshmmy.  our got our friends visiting here for some \""""pure food\"""" and Mert's did not disappfactory.  here with an hunger!",BERTAttackLi2020,0,[]
"the a lot to saying other than great southern comfort food. Good fried chicken, great beef bones. Small servings of ribs, but great flavor. liked the collard greens and coconut cake. itheve run down. defonbe worth trying.",BERTAttackLi2020,1,['DT_DT']
Was in Charlotte for two days and Merts s & Soul was rated by some. Good and fine location and you was impressed by the prices. so checked for Dinner Saturday then brunch on tuesday. just rated it to,BERTAttackLi2020,2,"['MISSING_SUBJECT', 'PERS_PRONOUN_AGREEMENT']"
the took a 3 courses brunch at mimost. our had a good discussion with our waiter about the area and the meal. Nice ambiance and restaurant was top dish. t t go to trying breakfast/dinner in the future.,BERTAttackLi2020,1,['BE_NN']
the food at the right prise. The wait staff was friendly and helpful when ordering. take the night and eat outside!,BERTAttackLi2020,0,[]
"be again\nA few simple items turned into a large bill. I considered the charges were excessive and questionable services  that they determined me needed. I unfortunatey did not have time for my manual driver, knew this would be convienent with shop location. shopper beware\nna again for me.",BERTAttackLi2020,0,[]
"In my opinion, Duke is doing the environment in North Carolina as well as other states it operates in. The Dan River will never be the same and due to owning several politicians, they only cleaned up a fraction of the coal ash they spilled into the River.",BERTAttackLi2020,0,[]
"home was a relatively good thing - the menu had plast of alternatives, the service was superb with wonderful selections (definitely by the waitress), and from appetit to dinner, just a total service.",BERTAttackLi2020,0,[]
"I have been here before and it was excellent both once.  Great atmosphere.  attenwelcome service, but not overly so.  Good wine and drink list.  I had the scallops as an enef\u00e9ne both once.  fabulous!  offered a various of the appedproducts.  al ok!  was a fashion selection in falls.",BERTAttackLi2020,1,['ARTICLE_ADJECTIVE_OF']
"the had to roll in and run out. because we did what we asked. long service, look looking, and accommodating. only only been here once so long, we'll try again.",BERTAttackLi2020,2,"['THE_THEY', 'REPEATED_VERBS']"
worst sushi I've had so far in Charlotte! Make sure you try their Coastal Roll; my husband and I were floored by the sushi quality and the price!\n\nWonderful restaurant and evening all around!,BERTAttackLi2020,0,[]
"Although the price is right and the fried food is totally good, it's severely topped by the \""""off\"""" taste of the beef and chicken dishes.  The beef with scallion is 90% bamboo shoots, which isn't even listed as an ingredient, and the dumplings are incredible hulking globs.",BERTAttackLi2020,0,[]
Had the pasta special last night at Mama's and it was un-.  Pure breast meat chicken bolognese in a tomato sauce with just cooked rigatoni. the Drew hits another rbi run.,BERTAttackLi2020,0,[]
great customer service. Unless you are into horror movies or The Simpsons the people working the counter can't give you a honest review. However they will make fun of your movie selections and treat you like crap. Can't wait to go back!!,BERTAttackLi2020,0,[]
"I ordered take out of Tom Yum soup and Chilli Chicken, what a relief. all of these tasted good, Tom Yum soup was kinda disgusting.",BERTAttackLi2020,0,[]
.ha. I've experienced good. The staff is friendly. Just basic chinese food.,BERTAttackLi2020,0,[]
"Best place in Charlotte for comics, hands down. Sadly, not the perfect place to go for a friendly team. molescroving tones and mockery of things I asked for/was inquiring about are not a good way to get return business! :( i't buy online before I go in here again.",BERTAttackLi2020,0,[]
high chow. Friendly staff. Good prices.  I hate the Chicken and bronch.  this Chicken is good but not great. which is a staple in my diet since I are so close!!,BERTAttackLi2020,1,['PERS_PRONOUN_AGREEMENT']
My winner had no fortunes.,BERTAttackLi2020,0,[]
"ho. CHERRY HOUSE, not to be confused with a brothel, offers average food at cheap prices. Fast distribution and nice staff. No care what protein you pick it pretty much tastes the same.",BERTAttackLi2020,0,[]
Monday night drink specials and an amazingly musical performance will be provided to you with a 5 dollar cover.. more more to you beg for?\n\n\nThis building requires time and I was proud to witness it my last night in Charlotte.,BERTAttackLi2020,1,['MOST_COMPARATIVE']
miss the Etouffee! The chicken with rice and beans is amazing. I can't be to go back. I miss the casual feel and the chow is just down right quick.,BERTAttackLi2020,0,[]
"The service is great, the food is good.  there'n not really anything I can add that hasn't been said in the other reviews.\n\nme than:  If you don't order the beignecourses for brunch, you are seriously insens\u00e9.  (that'means 'insane' in french.  i think.)",BERTAttackLi2020,0,[]
"Honestly wish I could give it one stars based on today... ? Security is beyond the best. Check in with the airline was smooth, thats about it.\nI'm sure its not this bad everyday, or it would be on the news and or shutdown from the lack of business....",BERTAttackLi2020,0,[]
Easy to navigate. no of food options. Careful about the distance between terminals though..,BERTAttackLi2020,0,[]
"i hate US Airways, good flights",BERTAttackLi2020,0,[]
Really need shorter waiting lines- it got better. \nThe valet is arrogant and gets in the way.,BERTAttackLi2020,0,[]
of little airline. Now direct connection to Europe. Live piano music in terminal. Us airways hub. Rental car shuttleof run every few minutes. Lots of charging stations for electronic devices. Airport is of small enough to make transfers easy.,BERTAttackLi2020,0,[]
I can.. anymore. It's too busy here and service is not as fast as other Mickey D's with this kind of volume. Customers are respectful too.,BERTAttackLi2020,0,[]
how a wonder place to get idea for your property! there have over 100 booths from different vendors selling things from jewel to furniture. how spent a few hours here and bought a few unique treats!,BERTAttackLi2020,0,[]
..go move here this place is beautiful! The only thing it has going for it is that it looks pretty... There is something always right with the apartment. I would not ever recommendation this thing to anyone!,BERTAttackLi2020,0,[]
A very ratcho club with a very ratcho team.,BERTAttackLi2020,0,[]
...and this chit-hole is where open??  where???  might be so the gang-bangs have a spot to practice target practice.,BERTAttackLi2020,0,[]
"MALL dedicated\n\nJune 30, 2010\n\nRIP",BERTAttackLi2020,0,[]
"Yet the hertze location that doesn't have cars for reservations.  silly wait as they make us sit here waiting for returns to come in.  Seriously, take a ride.  #hertz",BERTAttackLi2020,0,[]
The chicken wings are great. Everything else was ugh. I had the shrimp with broccoli which by the way was mostly broccoli and the rice tasted like pool water. go again!!,BERTAttackLi2020,0,[]
"Wow... The only Mexican restaurant in the country.    My advise to you making a connection in Charlotte airport.   Take the lastest contraction, take a cab here for lunch or dinner than go back to the airport.  It's great the layover.    It's 5 minutes from the airport.",BERTAttackLi2020,0,[]
"Good food, but steakums do not a cheesesteak make. Stick with warm subs.",BERTAttackLi2020,0,[]
"Shits popco. Would give one stars but lids on to-go cups are a little iffy. Also damn how many characters do I need to type for this to be a review, the world needs to hear my voice fam",BERTAttackLi2020,0,[]
"a line. back showroom from 1940. Poor nature by employee. $17 bucks for in all, which the resident once joked he didn't knew how to inflmeasure with the spring tank. \n\nLet it win so more smaller business can have the space and contribute to the area.",BERTAttackLi2020,3,"['DOESNT_WITH_WRONG_VERB_FORM', 'IT_VBZ', 'SO_JJR']"
"and despite how often i's there, the staff is horribly rude - not just to me but to all shop. assuming she ever find another place to take children's items, I will not leave. she is no fault for the general way and nature to everyone.",BERTAttackLi2020,1,['HE_VERB_AGR']
"this place is solid,  you will only feel ripped off, ever.",BERTAttackLi2020,0,[]
"This is my only place in so, with my grandmothers nursing home across the street and me traveling all the time on an fixed amount to spend per city it's just too just sit by the pond and people watch.",BERTAttackLi2020,0,[]
"a space to watch a game, and banging wings!  much other would you expect.",BERTAttackLi2020,0,[]
"Tried again and it was better.  i didn't mind it.  Ordered a side like south burrito, soft taco and tostada. made most of it again to start and make it but it was out. Just not good diet.",BERTAttackLi2020,0,[]
"quick and Chinese is generally not that exciting, but I cannot say this restaurant ever was ever exciting. Very clean looking recipes with a lots of nice tastes, all served hot and with a flourish. What more could you asking for?",BERTAttackLi2020,3,"['ADVERB_VERB_ADVERB_REPETITION', 'A_NNS_IN', 'PRP_VBG']"
"a took my driver here to buy my brakes replaced.  They did the work fast and at a good money.  I left here on a recommendation from a contact, and now I see it to my students when they need work done.",BERTAttackLi2020,1,['A_UNCOUNTABLE_NOUN']
4 stars for Hardee's ?!?  It's no Culver's by a long shot but that Thick Burger was damn tafresh !   I don't know if the restaurant was clean but the drive thru service was good.,BERTAttackLi2020,0,[]
Nice environment. Cheeseburger was not all that.,BERTAttackLi2020,0,[]
"great selection of shoes and jeans, and the changing rooms smell like a red line el stop. if you absolutely must visit a department store, drive a few miles and hit up macy's instead.",BERTAttackLi2020,0,[]
Overall i like the food had flavor. The jambalaya and gumbo seemed blah to both of us. The BBQ shrimp and cornfry were both good.,BERTAttackLi2020,0,[]
my was bringing my parents to cracka berry yesterday a band of 4 but after hearing they fired a d year old veterinary for handing out a Corn corncheese me altered my t...... me hope others feel the same sorry......,BERTAttackLi2020,0,[]
"Friendly staff and nice selection of vegetarian options.  kitchen is just okay, not bad.  Makes me wonder why everyone likes Food Fight so much.",BERTAttackLi2020,0,[]
"Very busy and the for the floor show, I watched a small child dash back and forth from the dining area into the kitchen area and back again. Multiple times. I didn't like the floor show, so that was the next time I went there.",BERTAttackLi2020,0,[]
So food!!! We went as a group and everyone liked the food they ordered.  it land was very reasonably priced!! yuz!,BERTAttackLi2020,0,[]
"I like the food and donuts, but and more importantly, I just admire the people who run this place and the people who hang out there.",BERTAttackLi2020,1,['AND_BUT']
"One of my favorite places in town for breakfast. \nit'll please (once you're seated).\nit're greasy (like breakfast from a skillet should be).\nit'm no-right (hash, taters, eggs).\nit'is served with a smirk (and usually some great conversation).\nIs it super local? Super real?\nNo.\nIt's a diner. \nbutt a good one.\nAnd there are wings!",BERTAttackLi2020,0,[]
"Um. It's okay, I guess. They have food at decent prices, but the isles are small, everything gets a good cleaning and repainting, and it just felt dark and depressing. Otherwise it's all right, but I don't regret on leaving here.",BERTAttackLi2020,0,[]
"they guys get you off. I had a coupon for an oil change, fluid top off, and a tire rotation.  I have a scratched rim on my cadillac so I know where it was they said they rotated my tires when in fact they didn't. Total winners",BERTAttackLi2020,0,[]
"a price, in quality",BERTAttackLi2020,0,[]
I'd give it a five if he could. that places is not as the. Mexican food? Please. I'd rather go to tasco counter. There's a taco truck down the road that you're better off rolling your money on.,BERTAttackLi2020,2,"['AGREEMENT_SENT_START', 'THE_SENT_END']"
"The service is great and you will often receive things you didn't order.  The food is ok, but get it carry-out after a quick inspection to make sure they included everything you paid for.",BERTAttackLi2020,0,[]
"I f'in love monicals.  Perhaps because I was indoctrinated into loving this pizza as a small child.  However, when I come home to visit I even find myself wanting to come here and stuff my face.  spaghetti pizza, topped with their red dressing...so wrong, but oh so right.",BERTAttackLi2020,0,[]
"If you want burned pizzas, go here.  If you want to pay full price for an incomplete order, go here.  I wish I could have given them five stars because even one star is too many!",BERTAttackLi2020,0,[]
Food was pretty good.  Waitress was pleasant.  I ordered the mixed grill.  It was all chicken.  Where was the mix that was on the menu?!?  $15.99 for grillened chicken and a few grillegreen onions is not a bargain.  No rice. Burnt nah.  my will return to purn in Bloomington:),BERTAttackLi2020,0,[]
"the place is under re management and is much new. Huge crowds, but slow takeaway service.",BERTAttackLi2020,0,[]
"of in there with high expectations, Neil black \""""what wants to be your jeweler!\"""" he even came out of his hole in the side.  that place is over prices and will mean you off, also if you want to sell jewelry.  don.. go here!!!",BERTAttackLi2020,0,[]
"Service 5 stars, food 2 stars, atmosphere 2 stars. Overall 3.5 stars.",BERTAttackLi2020,0,[]
Don't know what I ordered here but it was damn cheap. Probably less than $3.\n\nYou get what you buy for but the food is cheap quick and easy. There's an 80% chance that Sam could be serving you. Say hi.,BERTAttackLi2020,0,[]
I got Sam's French Toast with a side of eggs and the eggs were fine but the french toast mostly tasted of everything else that was on the grill. I think if there were separate grills for meat vs other items it would've been better. Friendly food though.,BERTAttackLi2020,0,[]
Decent drinks + down atmosphere + Irish Nachos (oh God yes) + bar of sketchy people grinding on you = won.,BERTAttackLi2020,0,[]
"I miss watching drunk freshman share the plate of Irish Nachos, absolutely hilarious. \n\nBurgers are great, beers good enough for a campus bar. not what you expect.",BERTAttackLi2020,0,[]
better!,BERTAttackLi2020,0,[]
"i't a HUGE fan of the combination bilgogo plate.  Chicken, pork, beef...all on one plate.  i'i just hungry for some wrong now.  real bad i'n two hours away...*sigh*",BERTAttackLi2020,0,[]
"Food was well, generous portions, they piled on the entrees, despite the to go box already pretty full. there to see. didnthed see any there lady maybe that's why.",BERTAttackLi2020,0,[]
A thing down...\nread more...\nhttp://www.thaifoodaficionado.com/2012/06/nitaya-thai-champaign-il.html,BERTAttackLi2020,0,[]
"Based mainly on the. . .  5 people (three groups),  10 minutes,  6 empty tables,  5 servers,  3 eyes contact,  5 acknowledgey to  people waiting to sat.  also,  my burgers are excellent,  but I do not like being observed.",BERTAttackLi2020,2,"['THE_SENT_END', 'TO_NON_BASE']"
".ha. If I have to choose between Chipotle and Qdoba, I would choose the both. Both places have ample seating area but when it comes to the quality, Chipotle is far more superior. Do yourself a thousand and get something better.",BERTAttackLi2020,1,['DT_PDT']
to service. we were very busy so the food was slow but they kept our mouths entertained with free bread and appetizers. Of course it is pricey but it is all it. dessert was good.,BERTAttackLi2020,0,[]
our sangria here is damned. I think it was a tequila sunrise. The diet is good and not in a bad way. The only thing good was the goat grape. But it is goat cheese. How can you make that up?,BERTAttackLi2020,0,[]
"s it.  i have been comming here with the rents since i was little, so its ttoljust for me.  i still get the same thing, a scoop of lemon on top of a scoop of chocolate in a wacoconut cone.",BERTAttackLi2020,0,[]
A pool table. Reminiscent of a bye gone era. first cut I've had in years. canteen Omar,BERTAttackLi2020,0,[]
"Can me give this 4 Stars? I maybe not. Bottom lines, there are no vegetarian options, the produce is super bad, the line was super. big because there was only one casher in the entire mall. I am so disappointed in this safespace and will not return.",BERTAttackLi2020,1,['THIS_TWO_MEN']
"of was a little afraid about boutique here after reading the reviews, but since it was closest to our room, we gave it a try.  It was fine. Nothing worse than you'd find in the SF Bay Area. Buck up, little campers. do being so stuck up.",BERTAttackLi2020,1,['OF_ARE']
the Arizona model university.  High academic and artist standards. highly required for students. teacher are unusually highly communicative.,BERTAttackLi2020,0,[]
"Watched Game 1 of the league Series here and had a big drink, good bar food, but poor service and let us take our time, checked in with us regularly but not too pushy either.",BERTAttackLi2020,0,[]
"under Rated and to crowded.  Go to Mi Patio or La Canasta too.  Or, go a little further north to Via Delosantos for even better lunch and drinks!",BERTAttackLi2020,0,[]
I enjoy this place!  They play extrememly loud music on Saturday nights till 2am. I will not go there until they change their practices.,BERTAttackLi2020,0,[]
"a this place for lunch, had the chicken burro and have to agree with the other reviewers. I wouldn't prefer Matador and am still baffled that it was packed at lunchtime.",BERTAttackLi2020,1,['DT_DT']
"Service was not good, they changed about in after our dinner was brought. chip tasted fresh.",BERTAttackLi2020,0,[]
unless you're on a budget this place is definitely 4 star however it's not for me. It's very bland- not something I'd expect from a Mexican restaurant.,BERTAttackLi2020,0,[]
i here just before a star. was place was fast but that't it. then ordered the mango and shrimp quesadilla. and brother ordered nachos. and salad was not bad. we and my wife could not finish our food and we had dinner acheto on after.,BERTAttackLi2020,0,[]
"My boyfriend and I ended up getting food too!  I was extremely but, because the location is near our condo and the staff was so friendly!  I think we are going to the emergency room!",BERTAttackLi2020,0,[]
who wouldn anyone pay money for what like this?,BERTAttackLi2020,1,['MISSING_APOSTROPHE_T']
"Stumbled on this place while sight seeing on a long lay over in Phoenix. The food was moderately priced and service was slow. at waiter was pleasant. but being beyond the place was very quiet. to fact, the rest of downtown was quiet.",BERTAttackLi2020,0,[]
"in place is fine, only problem I had was decide what yo eat.  the walk in and the smell of food food over comes you.  Staff was very there and the food was very good and lots to choose from, nobody in our camp was please with their lunch.",BERTAttackLi2020,3,"['BEEN_PART_AGREEMENT', 'OVER_COMPOUNDS', 'BEEN_PART_AGREEMENT']"
Been working for 30 mins on and off to order a courier. I get voice message and anything else.,BERTAttackLi2020,0,[]
"Went in today no contact, and Jimmychoo was able to do my back-check in under 40 minutes because I was in a rush.  They look fantastic!! Will defonly be falling down!",BERTAttackLi2020,0,[]
"I cane believe I have been here for going on seven years and just tries this restaurants.  The salsa is beautiful and the meat is tender and delicious.  this vibe isnt the greatest, even for a BBQ joint, but the restaurant was good.",BERTAttackLi2020,2,"['SINGULAR_NOUN_VERB_AGREEMENT', 'THIS_NNS']"
The ladies at the register do... The wait was like they left to a different restaraunt to get out lunch...,BERTAttackLi2020,0,[]
have not been there in a long day...the dude in the order was in some other realm.\nthe price of pork or chicken on the burger has been reduced to on half.\nthe drinks are at down. and the prices are up. Me thinks I wonhe be out there.,BERTAttackLi2020,1,['WRONG_PRP_AT_SENT_START']
"Unfortunately, they are out of business.  Looks like they closed their doors only a few days ago.  I have eaten there twice and it was very good. Don;t know why they closed but they had a Thank You banner posted for their there.  \nToo good.",BERTAttackLi2020,1,['A_THANK_YOU']
"Walked over before a dbacks game. Loved the beer garden, nice draft selection and good tunes. It will likely become taboo before future games.",BERTAttackLi2020,0,[]
s it through and through. ordered the big unit hot dog. It was actually delicious. ll go to at im in Arizona. Oh! and the waitress was very nice.,BERTAttackLi2020,0,[]
"a place, for food",BERTAttackLi2020,0,[]
"Hm, didn't think Bar Bianco had their own review page.\n\nhttp://www.yep.com/biz/pizzeria-bianco-phoenix#hrid:PvdncjR2V1mDcLIPIGJ73Q\n\nIn short, okay rustic feeling re-purposed house, smoking hot bartender woman, relaxed and comfy country style patio, and restaurant Four Peaks on tap.",BERTAttackLi2020,0,[]
"Locally made, sweet, good colors, good servings. Gyro meat is dry and good of taste! Veggies are usually raw. Feta is the best! Go to in the city Row neighborhood.",BERTAttackLi2020,0,[]
"to this place, in no way!",BERTAttackLi2020,0,[]
I hate this place and my kids love this place.  We have been members for years.  The best part is this membership gets us into other museums throughout the usa for free or for a big discount.,BERTAttackLi2020,0,[]
Good hospital. Trauma teams are fine. there'r a why they produced a Trauma:Life in the E.R. here. half the nurse on there about all the sides are all ok. of a few lovely them too. not saying.,BERTAttackLi2020,1,['MANY_NN']
"Good good mexican meat.  high ribs and small prices.  If you order a burrito or chiand get it wet, I made that mistake only once!",BERTAttackLi2020,0,[]
"La Tolteca is the most typical mexican food. It is so sweet and a great place to eat if you are down town. Check out the grocery area, they have freshly made chatillchips to take out. goodness!",BERTAttackLi2020,0,[]
"Mu Shu was closed so we got this place a try for takeout. Sundays and Asian food, I know. i'me Asian.\n\nmy, suffering worst food fever in this decade, the kind that tears your back up from violent heaving.\n\nDon't get duck.",BERTAttackLi2020,0,[]
